구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
1996.0,11565.0,11148.0,8931.0,9331.0,6968.0,7009.0,11277.0,8640.0,5848.0,7232.0,13391.0,17531.0,10128.0
1997.0,19802.0,21285.0,20498.0,14689.0,12334.0,9139.0,12519.0,11260.0,8989.0,10520.0,9161.0,16966.0,13894.0
1998.0,22938.0,23896.0,20155.0,13042.0,10437.0,7225.0,8376.0,11543.0,9169.0,12850.0,13328.0,20978.0,14452.0
1999.0,5710.333333333334,9421.666666666668,13133.0,10986.0,7768.0,7451.0,7481.0,12944.0,8904.0,15969.0,15292.0,16426.0,11641.0
2000.0,21056.0,19971.0,16441.0,13565.0,12528.0,11424.0,13111.0,9790.0,14458.0,6906.0,9379.0,11986.0,13342.0
2001.0,20007.0,23917.0,19942.0,13074.0,9236.0,9333.0,11262.0,11251.0,6298.0,9181.0,16603.0,18507.0,14023.0
2002.0,30077.0,27730.0,15293.0,13107.0,14093.0,9580.0,8156.0,13077.0,15493.0,14859.0,12449.0,19014.0,15978.0
2003.0,24653.0,25855.0,20280.0,12493.0,8917.0,9167.0,12103.0,9436.0,16486.0,14895.0,19080.0,22038.0,16244.0
2004.0,24681.0,20764.0,17821.0,12222.0,12611.0,12436.0,13596.0,14106.0,9673.0,8138.0,9000.0,14400.0,14281.0
2005.0,23889.0,26823.0,16803.0,14460.0,10955.0,8952.0,11803.0,14324.0,12192.0,18137.0,15087.0,17697.0,15693.0
2006.0,29788.0,30283.0,22894.0,17700.0,13133.0,8392.0,13244.0,14475.0,10919.0,6801.0,11841.0,20722.0,16761.0
2007.0,25667.0,27456.0,18349.0,15794.0,13619.0,12356.0,11034.0,10879.0,20484.0,20904.0,11636.0,13982.0,16750.0
2008.0,26485.0,21574.0,16413.0,12651.0,10333.0,11378.0,10802.0,12556.0,8085.0,13010.0,16600.0,19444.0,14924.0
2009.0,26947.0,36600.0,25152.0,16591.0,14333.0,12485.0,15768.0,12683.0,10212.0,8952.0,15809.0,21794.0,17947.0
2010.0,29600.0,37895.0,39409.0,24136.0,18614.0,15556.0,18455.0,27318.0,35825.0,23000.0,16576.0,18094.0,25166.0
2011.0,27873.0,29912.0,22848.0,16349.0,15467.0,11770.0,19706.0,21932.0,15322.0,13233.0,25189.0,29524.0,20718.0
2012.0,39458.0,40754.0,33460.0,23258.0,21937.0,14467.0,14962.0,24106.0,27192.0,17095.0,17939.0,23421.0,24758.0
2013.0,41318.0,45702.0,27117.0,19083.0,15540.0,16719.0,20130.0,22429.0,17519.0,19794.0,18286.0,22349.0,23798.0
2014.0,32467.0,33017.0,28024.0,21318.0,12877.0,13684.0,12464.0,18895.0,15093.0,13222.0,17500.0,26167.0,20438.0
2015.0,31778.0,39098.0,24667.0,20546.0,12500.0,11242.0,13623.0,17450.0,15100.0,15024.0,20238.0,32452.0,20909.0
2016.0,33950.0,38778.0,28841.0,18450.0,15700.0,16762.0,20643.0,25182.0,27684.0,28250.0,28182.0,25595.0,25539.0
2017.0,36725.0,34925.0,25227.0,18300.0,12947.0,13143.0,23952.0,24545.0,21452.0,21375.0,17545.0,22421.0,22730.0
2018.0,39159.0,37111.0,27310.0,19833.0,16750.0,12921.0,18773.0,24614.0,22647.0,21119.0,17250.0,27408.0,23702.0
2019.0,32080.0,33265.0,24525.0,15932.0,15548.0,15987.0,18457.0,21786.0,18342.0,24810.0,26357.0,27800.0,22778.0
2020.0,43975.0,42375.0,23159.0,15700.0,16342.0,15282.0,17330.0,32260.0,35076.0,15384.0,20919.0,26383.0,25255.0
